O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
11-3051.00	1.C.5.b	Attention to Detail	IM	4.72	34	0.0850	4.5463	4.8920	N	08/2021	Incumbent
11-3051.00	1.C.5.c	Integrity	IM	4.48	33	0.1058	4.2687	4.6996	N	08/2021	Incumbent
11-3051.00	1.C.6	Independence	IM	4.04	33	0.1503	3.7375	4.3496	N	08/2021	Incumbent
11-3051.00	1.C.7.a	Innovation	IM	3.75	33	0.1872	3.3674	4.1301	N	08/2021	Incumbent
11-3051.00	1.C.7.b	Analytical Thinking	IM	4.09	33	0.2040	3.6766	4.5075	N	08/2021	Incumbent
11-3051.01	1.C.1.a	Achievement/Effort	IM	3.94	17	0.1819	3.5552	4.3264	N	08/2022	Incumbent
11-3051.01	1.C.1.b	Persistence	IM	3.92	17	0.2118	3.4665	4.3645	N	08/2022	Incumbent
11-3051.01	1.C.1.c	Initiative	IM	4.74	17	0.1403	4.4411	5.0000	N	08/2022	Incumbent
11-3051.01	1.C.2.b	Leadership	IM	4.63	17	0.1699	4.2667	4.9872	N	08/2022	Incumbent
11-3051.01	1.C.3.a	Cooperation	IM	4.59	17	0.1739	4.2245	4.9618	N	08/2022	Incumbent
11-3051.01	1.C.3.b	Concern for Others	IM	3.97	17	0.3166	3.2996	4.6417	N	08/2022	Incumbent
11-3051.01	1.C.3.c	Social Orientation	IM	3.73	17	0.3302	3.0288	4.4289	N	08/2022	Incumbent
11-3051.01	1.C.4.a	Self-Control	IM	4.24	17	0.2142	3.7819	4.6900	N	08/2022	Incumbent
11-3051.01	1.C.4.b	Stress Tolerance	IM	4.20	16	0.1861	3.7998	4.5930	N	08/2022	Incumbent
11-3051.01	1.C.4.c	Adaptability/Flexibility	IM	4.14	17	0.2098	3.6978	4.5874	N	08/2022	Incumbent
11-3051.01	1.C.5.a	Dependability	IM	4.47	16	0.2295	3.9820	4.9604	N	08/2022	Incumbent
11-3051.01	1.C.5.b	Attention to Detail	IM	4.75	17	0.1553	4.4191	5.0000	N	08/2022	Incumbent
11-3051.01	1.C.5.c	Integrity	IM	4.83	17	0.1282	4.5535	5.0000	N	08/2022	Incumbent
11-3051.01	1.C.6	Independence	IM	4.06	17	0.1432	3.7610	4.3681	N	08/2022	Incumbent
11-3051.01	1.C.7.a	Innovation	IM	3.57	17	0.2448	3.0492	4.0873	N	08/2022	Incumbent
11-3051.01	1.C.7.b	Analytical Thinking	IM	4.47	17	0.1937	4.0634	4.8847	N	08/2022	Incumbent
11-3051.02	1.C.1.a	Achievement/Effort	IM	4.14	21	0.1050	3.9168	4.3548	N	07/2011	Incumbent
11-3051.02	1.C.1.b	Persistence	IM	3.95	21	0.1161	3.7100	4.1942	N	07/2011	Incumbent
11-3051.02	1.C.1.c	Initiative	IM	4.21	21	0.1556	3.8842	4.5334	N	07/2011	Incumbent
11-3051.02	1.C.2.b	Leadership	IM	4.48	21	0.1136	4.2408	4.7147	N	07/2011	Incumbent
11-3051.02	1.C.3.a	Cooperation	IM	4.29	21	0.1169	4.0511	4.5388	N	07/2011	Incumbent
11-3051.02	1.C.3.b	Concern for Others	IM	4.06	21	0.1468	3.7539	4.3663	N	07/2011	Incumbent
11-3051.02	1.C.3.c	Social Orientation	IM	3.81	21	0.1861	3.4219	4.1984	N	07/2011	Incumbent
11-3051.02	1.C.4.a	Self-Control	IM	4.15	20	0.1194	3.8955	4.3953	N	07/2011	Incumbent
11-3051.02	1.C.4.b	Stress Tolerance	IM	4.38	21	0.1103	4.1521	4.6123	N	07/2011	Incumbent
11-3051.02	1.C.4.c	Adaptability/Flexibility	IM	4.13	21	0.1178	3.8871	4.3783	N	07/2011	Incumbent
11-3051.02	1.C.5.a	Dependability	IM	4.46	21	0.1143	4.2169	4.6935	N	07/2011	Incumbent
11-3051.02	1.C.5.b	Attention to Detail	IM	4.41	21	0.1628	4.0735	4.7527	N	07/2011	Incumbent
11-3051.02	1.C.5.c	Integrity	IM	4.57	21	0.0806	4.3986	4.7347	N	07/2011	Incumbent
11-3051.02	1.C.6	Independence	IM	3.80	21	0.2393	3.3042	4.3024	N	07/2011	Incumbent
11-3051.02	1.C.7.a	Innovation	IM	4.35	21	0.1585	4.0180	4.6790	N	07/2011	Incumbent
11-3051.02	1.C.7.b	Analytical Thinking	IM	4.41	21	0.1535	4.0922	4.7325	N	07/2011	Incumbent
11-3051.03	1.C.1.a	Achievement/Effort	IM	3.82	23	0.1731	3.4641	4.1821	N	07/2016	Incumbent
11-3051.03	1.C.1.b	Persistence	IM	4.00	23	0.1908	3.5995	4.3908	N	07/2016	Incumbent
11-3051.03	1.C.1.c	Initiative	IM	4.37	23	0.1641	4.0315	4.7122	N	07/2016	Incumbent
11-3051.03	1.C.2.b	Leadership	IM	4.46	23	0.1466	4.1572	4.7652	N	07/2016	Incumbent
11-3051.03	1.C.3.a	Cooperation	IM	4.15	23	0.1347	3.8732	4.4320	N	07/2016	Incumbent
11-3051.03	1.C.3.b	Concern for Others	IM	3.66	23	0.2003	3.2432	4.0740	N	07/2016	Incumbent
11-3051.03	1.C.3.c	Social Orientation	IM	3.28	23	0.2354	2.7925	3.7689	N	07/2016	Incumbent
11-3051.03	1.C.4.a	Self-Control	IM	4.06	23	0.1342	3.7790	4.3356	N	07/2016	Incumbent
11-3051.03	1.C.4.b	Stress Tolerance	IM	4.09	23	0.2143	3.6410	4.5298	N	07/2016	Incumbent
11-3051.03	1.C.4.c	Adaptability/Flexibility	IM	4.16	23	0.1618	3.8258	4.4970	N	07/2016	Incumbent
11-3051.03	1.C.5.a	Dependability	IM	4.67	23	0.0985	4.4669	4.8753	N	07/2016	Incumbent
11-3051.03	1.C.5.b	Attention to Detail	IM	4.52	23	0.1509	4.2105	4.8363	N	07/2016	Incumbent
11-3051.03	1.C.5.c	Integrity	IM	4.32	23	0.1699	3.9714	4.6763	N	07/2016	Incumbent
11-3051.03	1.C.6	Independence	IM	3.83	23	0.2139	3.3841	4.2712	N	07/2016	Incumbent
11-3051.03	1.C.7.a	Innovation	IM	4.06	23	0.1969	3.6536	4.4702	N	07/2016	Incumbent
11-3051.03	1.C.7.b	Analytical Thinking	IM	4.29	23	0.1896	3.8982	4.6848	N	07/2016	Incumbent
11-3051.04	1.C.1.a	Achievement/Effort	IM	4.16	21	0.1742	3.8002	4.5271	N	08/2020	Incumbent
11-3051.04	1.C.1.b	Persistence	IM	3.98	21	0.2037	3.5558	4.4057	N	08/2020	Incumbent
11-3051.04	1.C.1.c	Initiative	IM	4.33	21	0.1553	4.0043	4.6521	N	08/2020	Incumbent
11-3051.04	1.C.2.b	Leadership	IM	4.20	21	0.2959	3.5781	4.8124	N	08/2020	Incumbent
11-3051.04	1.C.3.a	Cooperation	IM	4.31	21	0.1953	3.9050	4.7198	N	08/2020	Incumbent
11-3051.04	1.C.3.b	Concern for Others	IM	4.13	21	0.1941	3.7237	4.5336	N	08/2020	Incumbent
11-3051.04	1.C.3.c	Social Orientation	IM	3.00	21	0.4061	2.1555	3.8495	N	08/2020	Incumbent
11-3051.04	1.C.4.a	Self-Control	IM	4.03	21	0.0254	3.9744	4.0802	N	08/2020	Incumbent
11-3051.04	1.C.4.b	Stress Tolerance	IM	4.62	21	0.1597	4.2875	4.9538	N	08/2020	Incumbent
11-3051.04	1.C.4.c	Adaptability/Flexibility	IM	4.02	21	0.1271	3.7541	4.2842	N	08/2020	Incumbent
11-3051.04	1.C.5.a	Dependability	IM	4.36	21	0.1558	4.0305	4.6806	N	08/2020	Incumbent
11-3051.04	1.C.5.b	Attention to Detail	IM	4.07	20	0.2389	3.5747	4.5748	N	08/2020	Incumbent
11-3051.04	1.C.5.c	Integrity	IM	4.48	21	0.1687	4.1304	4.8343	N	08/2020	Incumbent
11-3051.04	1.C.6	Independence	IM	3.92	21	0.1592	3.5899	4.2542	N	08/2020	Incumbent
11-3051.04	1.C.7.a	Innovation	IM	3.51	21	0.2707	2.9472	4.0766	N	08/2020	Incumbent
11-3051.04	1.C.7.b	Analytical Thinking	IM	4.08	21	0.2159	3.6259	4.5267	N	08/2020	Incumbent
11-3051.06	1.C.1.a	Achievement/Effort	IM	3.81	29	0.1552	3.4917	4.1277	N	07/2016	Incumbent
11-3051.06	1.C.1.b	Persistence	IM	3.89	29	0.1790	3.5236	4.2568	N	07/2016	Incumbent
11-3051.06	1.C.1.c	Initiative	IM	4.13	29	0.1317	3.8558	4.3954	N	07/2016	Incumbent
11-3051.06	1.C.2.b	Leadership	IM	4.53	29	0.1183	4.2917	4.7762	N	07/2016	Incumbent
11-3051.06	1.C.3.a	Cooperation	IM	4.20	27	0.0996	3.9999	4.4096	N	07/2016	Incumbent
11-3051.06	1.C.3.b	Concern for Others	IM	3.58	27	0.1748	3.2217	3.9404	N	07/2016	Incumbent
11-3051.06	1.C.3.c	Social Orientation	IM	3.12	27	0.1752	2.7619	3.4820	N	07/2016	Incumbent
11-3051.06	1.C.4.a	Self-Control	IM	4.02	27	0.1460	3.7207	4.3211	N	07/2016	Incumbent
11-3051.06	1.C.4.b	Stress Tolerance	IM	4.12	27	0.1538	3.8018	4.4341	N	07/2016	Incumbent
11-3051.06	1.C.4.c	Adaptability/Flexibility	IM	3.79	26	0.1535	3.4761	4.1082	N	07/2016	Incumbent
11-3051.06	1.C.5.a	Dependability	IM	4.53	27	0.0879	4.3507	4.7120	N	07/2016	Incumbent
11-3051.06	1.C.5.b	Attention to Detail	IM	4.47	27	0.0880	4.2900	4.6516	N	07/2016	Incumbent
11-3051.06	1.C.5.c	Integrity	IM	4.34	29	0.1229	4.0893	4.5928	N	07/2016	Incumbent
11-3051.06	1.C.6	Independence	IM	4.19	29	0.1095	3.9685	4.4170	N	07/2016	Incumbent
11-3051.06	1.C.7.a	Innovation	IM	3.68	29	0.1648	3.3392	4.0143	N	07/2016	Incumbent
11-3051.06	1.C.7.b	Analytical Thinking	IM	4.19	29	0.1087	3.9693	4.4145	N	07/2016	Incumbent
11-3061.00	1.C.1.a	Achievement/Effort	IM	4.05	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.1.b	Persistence	IM	4.00	18	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.1.c	Initiative	IM	4.26	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.2.b	Leadership	IM	4.26	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.3.a	Cooperation	IM	4.53	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.3.b	Concern for Others	IM	3.89	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.3.c	Social Orientation	IM	3.53	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.4.a	Self-Control	IM	4.32	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.4.b	Stress Tolerance	IM	4.53	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.4.c	Adaptability/Flexibility	IM	4.47	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.5.a	Dependability	IM	4.53	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.5.b	Attention to Detail	IM	4.74	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.5.c	Integrity	IM	4.84	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.6	Independence	IM	4.05	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.7.a	Innovation	IM	3.68	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	1.C.7.b	Analytical Thinking	IM	4.32	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3071.00	1.C.1.a	Achievement/Effort	IM	3.90	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.1.b	Persistence	IM	4.07	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.1.c	Initiative	IM	4.21	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.2.b	Leadership	IM	4.41	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.3.a	Cooperation	IM	4.25	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.3.b	Concern for Others	IM	3.71	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.3.c	Social Orientation	IM	3.53	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.4.a	Self-Control	IM	4.25	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.4.b	Stress Tolerance	IM	4.40	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.4.c	Adaptability/Flexibility	IM	4.21	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.5.a	Dependability	IM	4.54	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.5.b	Attention to Detail	IM	4.28	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.5.c	Integrity	IM	4.50	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.6	Independence	IM	3.80	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.7.a	Innovation	IM	3.74	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.00	1.C.7.b	Analytical Thinking	IM	4.07	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-3071.04	1.C.1.a	Achievement/Effort	IM	4.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.1.b	Persistence	IM	4.10	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.1.c	Initiative	IM	4.24	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.2.b	Leadership	IM	4.52	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.3.a	Cooperation	IM	4.38	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.3.b	Concern for Others	IM	3.67	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.3.c	Social Orientation	IM	3.29	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.4.a	Self-Control	IM	3.95	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.4.b	Stress Tolerance	IM	4.19	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.4.c	Adaptability/Flexibility	IM	4.14	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.5.a	Dependability	IM	4.30	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.5.b	Attention to Detail	IM	4.48	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.5.c	Integrity	IM	4.48	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.6	Independence	IM	3.71	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.7.a	Innovation	IM	3.90	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	1.C.7.b	Analytical Thinking	IM	4.33	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.1.a	Achievement/Effort	IM	4.05	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.1.b	Persistence	IM	4.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.1.c	Initiative	IM	4.38	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.2.b	Leadership	IM	4.29	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.3.a	Cooperation	IM	4.29	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.3.b	Concern for Others	IM	4.14	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.3.c	Social Orientation	IM	3.29	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.4.a	Self-Control	IM	3.81	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.4.b	Stress Tolerance	IM	4.14	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.4.c	Adaptability/Flexibility	IM	4.24	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.5.a	Dependability	IM	4.48	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.5.b	Attention to Detail	IM	4.67	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.5.c	Integrity	IM	4.71	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.6	Independence	IM	3.57	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.7.a	Innovation	IM	3.33	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	1.C.7.b	Analytical Thinking	IM	4.24	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3121.00	1.C.1.a	Achievement/Effort	IM	3.91	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.1.b	Persistence	IM	4.23	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.1.c	Initiative	IM	4.27	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.2.b	Leadership	IM	4.73	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.3.a	Cooperation	IM	4.45	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.3.b	Concern for Others	IM	4.24	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.3.c	Social Orientation	IM	3.86	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.4.a	Self-Control	IM	4.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.4.b	Stress Tolerance	IM	4.41	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.4.c	Adaptability/Flexibility	IM	4.41	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.5.a	Dependability	IM	4.73	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.5.b	Attention to Detail	IM	4.27	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.5.c	Integrity	IM	4.95	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.6	Independence	IM	3.73	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.7.a	Innovation	IM	3.41	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	1.C.7.b	Analytical Thinking	IM	4.18	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3131.00	1.C.1.a	Achievement/Effort	IM	4.04	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.1.b	Persistence	IM	4.07	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.1.c	Initiative	IM	4.46	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.2.b	Leadership	IM	4.57	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.3.a	Cooperation	IM	4.38	26	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.3.b	Concern for Others	IM	4.21	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.3.c	Social Orientation	IM	3.96	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.4.a	Self-Control	IM	3.93	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.4.b	Stress Tolerance	IM	3.86	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.4.c	Adaptability/Flexibility	IM	4.54	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.5.a	Dependability	IM	4.50	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.5.b	Attention to Detail	IM	4.29	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.5.c	Integrity	IM	4.18	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.6	Independence	IM	3.68	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.7.a	Innovation	IM	4.00	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	1.C.7.b	Analytical Thinking	IM	4.11	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-9013.00	1.C.1.a	Achievement/Effort	IM	3.97	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.1.b	Persistence	IM	4.08	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.1.c	Initiative	IM	4.21	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.2.b	Leadership	IM	4.18	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.3.a	Cooperation	IM	4.01	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.3.b	Concern for Others	IM	3.69	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.3.c	Social Orientation	IM	3.20	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.4.a	Self-Control	IM	3.94	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.4.b	Stress Tolerance	IM	3.75	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.4.c	Adaptability/Flexibility	IM	3.98	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.5.a	Dependability	IM	4.53	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.5.b	Attention to Detail	IM	4.18	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.5.c	Integrity	IM	4.39	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.6	Independence	IM	3.94	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.7.a	Innovation	IM	3.98	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9013.00	1.C.7.b	Analytical Thinking	IM	3.98	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
11-9021.00	1.C.1.a	Achievement/Effort	IM	4.15	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.1.b	Persistence	IM	4.05	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.1.c	Initiative	IM	4.35	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.2.b	Leadership	IM	4.40	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.3.a	Cooperation	IM	4.15	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.3.b	Concern for Others	IM	3.90	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.3.c	Social Orientation	IM	3.40	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.4.a	Self-Control	IM	4.15	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.4.b	Stress Tolerance	IM	4.25	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.4.c	Adaptability/Flexibility	IM	3.95	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.5.a	Dependability	IM	4.70	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.5.b	Attention to Detail	IM	4.55	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.5.c	Integrity	IM	4.40	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.6	Independence	IM	3.55	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.7.a	Innovation	IM	3.35	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	1.C.7.b	Analytical Thinking	IM	3.90	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9031.00	1.C.1.a	Achievement/Effort	IM	3.60	27	0.2068	3.1706	4.0206	N	08/2018	Incumbent
11-9031.00	1.C.1.b	Persistence	IM	3.61	27	0.2594	3.0802	4.1464	N	08/2018	Incumbent
11-9031.00	1.C.1.c	Initiative	IM	3.98	27	0.2813	3.3999	4.5563	N	08/2018	Incumbent
11-9031.00	1.C.2.b	Leadership	IM	4.35	27	0.1500	4.0372	4.6540	N	08/2018	Incumbent
11-9031.00	1.C.3.a	Cooperation	IM	4.33	26	0.1224	4.0786	4.5830	N	08/2018	Incumbent
11-9031.00	1.C.3.b	Concern for Others	IM	4.37	27	0.1293	4.1006	4.6322	N	08/2018	Incumbent
11-9031.00	1.C.3.c	Social Orientation	IM	3.84	27	0.2809	3.2621	4.4170	N	08/2018	Incumbent
11-9031.00	1.C.4.a	Self-Control	IM	4.50	27	0.1568	4.1756	4.8201	N	08/2018	Incumbent
11-9031.00	1.C.4.b	Stress Tolerance	IM	4.71	27	0.1164	4.4701	4.9487	N	08/2018	Incumbent
11-9031.00	1.C.4.c	Adaptability/Flexibility	IM	4.48	27	0.1625	4.1476	4.8155	N	08/2018	Incumbent
11-9031.00	1.C.5.a	Dependability	IM	4.91	27	0.0670	4.7722	5.0000	N	08/2018	Incumbent
11-9031.00	1.C.5.b	Attention to Detail	IM	4.39	27	0.2574	3.8566	4.9146	N	08/2018	Incumbent
11-9031.00	1.C.5.c	Integrity	IM	4.69	27	0.1788	4.3179	5.0000	N	08/2018	Incumbent
11-9031.00	1.C.6	Independence	IM	4.44	27	0.2189	3.9928	4.8927	N	08/2018	Incumbent
11-9031.00	1.C.7.a	Innovation	IM	3.97	27	0.1666	3.6270	4.3120	N	08/2018	Incumbent
11-9031.00	1.C.7.b	Analytical Thinking	IM	3.56	27	0.2442	3.0583	4.0621	N	08/2018	Incumbent
11-9032.00	1.C.1.a	Achievement/Effort	IM	4.12	20	0.2530	3.5948	4.6538	N	08/2025	Incumbent
11-9032.00	1.C.1.b	Persistence	IM	4.31	20	0.1777	3.9402	4.6839	N	08/2025	Incumbent
11-9032.00	1.C.1.c	Initiative	IM	4.37	20	0.2298	3.8887	4.8505	N	08/2025	Incumbent
11-9032.00	1.C.2.b	Leadership	IM	4.27	19	0.2854	3.6690	4.8684	N	08/2025	Incumbent
11-9032.00	1.C.3.a	Cooperation	IM	4.62	20	0.1689	4.2660	4.9732	N	08/2025	Incumbent
11-9032.00	1.C.3.b	Concern for Others	IM	4.54	20	0.1761	4.1679	4.9050	N	08/2025	Incumbent
